,tutkintokerta,koulun_nro,koulun_nimi,opetuskieli,tyyppi,sukup,yht,A,O,Z,I,W,Q,A5,O5,M,N,BI,FF,FY,HI,PS,UE,UO,ET,GE,KE,TE,YH,BA,BB,CA,CB,EA,FA,SA,PA,VA,EC,FC,SC,PC,VC,DC,IC,QC,GC,TC,L1,L7,opintotausta
286,2019K,1503,Maunulan yhteiskoulu ja Helsingin matematiikkalukio,FI,,2,24,4.0,,,,,,,,,4.0,,,,3.0,3.0,,,,,,6.0,,,,,,4.0,,,,,,,,,,,,,,,,,1
287,2019K,1503,Maunulan yhteiskoulu ja Helsingin matematiikkalukio,FI,,1,21,2.0,,,,,,,,,4.0,,,,4.0,,,,,,,,3.0,,4.0,,,4.0,,,,,,,,,,,,,,,,,1
288,2019K,1503,Maunulan yhteiskoulu ja Helsingin matematiikkalukio,FI,,2,10,3.0,,,,,,,,,2.0,,,,2.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,1
289,2019K,1503,Maunulan yhteiskoulu ja Helsingin matematiikkalukio,FI,,1,16,3.0,,,,,,,,4.0,,,,4.0,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,1
290,2019K,1503,Maunulan yhteiskoulu ja Helsingin matematiikkalukio,FI,,1,13,3.0,,,,,,,,,4.0,,,,3.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,1
291,2019K,1503,Maunulan yhteiskoulu ja Helsingin matematiikkalukio,FI,,1,21,,,,,,,5.0,,3.0,,,,,4.0,,,,,,,,4.0,,,,,5.0,,,,,,,,,,,,,,,,,1
292,2019K,1503,Maunulan yhteiskoulu ja Helsingin matematiikkalukio,FI,,1,22,4.0,,,,,,,,,3.0,,,,5.0,,,,,,,,6.0,,,,,4.0,,,,,,,,,,,,,,,,,1
293,2019K,1503,Maunulan yhteiskoulu ja Helsingin matematiikkalukio,FI,,1,28,,,,,,,5.0,,7.0,,,,6.0,,,,,,,6.0,,,,,,,4.0,,,,,,,,,,,,,,,,,1
294,2019K,1503,Maunulan yhteiskoulu ja Helsingin matematiikkalukio,FI,,1,21,3.0,,,,,,,,5.0,,,,4.0,4.0,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,1
295,2019K,1503,Maunulan yhteiskoulu ja Helsingin matematiikkalukio,FI,,2,26,6.0,,,,,,,,,,,,,4.0,,,,,,,5.0,4.0,3.0,,,,4.0,,,,,,,,,,,,,,,,,1
296,2019K,1503,Maunulan yhteiskoulu ja Helsingin matematiikkalukio,FI,,1,14,2.0,,,,,,,,,4.0,,,,3.0,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,1
297,2019K,1503,Maunulan yhteiskoulu ja Helsingin matematiikkalukio,FI,,1,20,3.0,,,,,,,,,,,,,5.0,,,,,,,,,,4.0,,,4.0,,,,,,,4.0,,,,,,,,,,1
298,2019K,1503,Maunulan yhteiskoulu ja Helsingin matematiikkalukio,FI,,1,13,2.0,,,,,,,,2.0,,2.0,,2.0,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,1
299,2019K,1503,Maunulan yhteiskoulu ja Helsingin matematiikkalukio,FI,,1,19,2.0,,,,,,,,,5.0,,,3.0,3.0,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,1
300,2019K,1503,Maunulan yhteiskoulu ja Helsingin matematiikkalukio,FI,,1,18,3.0,,,,,,,,3.0,,3.0,,2.0,,,,,,,,,4.0,,,,,3.0,,,,,,,,,,,,,,,,,1
301,2019K,1503,Maunulan yhteiskoulu ja Helsingin matematiikkalukio,FI,,2,22,4.0,,,,,,,,4.0,,,,,,,,,,,3.0,,5.0,,3.0,,,,,,,,3.0,,,,,,,,,,,,1
302,2019K,1503,Maunulan yhteiskoulu ja Helsingin matematiikkalukio,FI,,1,16,3.0,,,,,,,,2.0,,,,,,,,,,,,3.0,,,4.0,,,4.0,,,,,,,,,,,,,,,,,1
303,2019K,1503,Maunulan yhteiskoulu ja Helsingin matematiikkalukio,FI,,2,16,,,,,,,5.0,,3.0,,,,,5.0,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,1
304,2019K,1503,Maunulan yhteiskoulu ja Helsingin matematiikkalukio,FI,,2,26,5.0,,,,,,,,5.0,,,,4.0,4.0,,,,,,,,,,,,,5.0,,,,,,,,3.0,,,,,,,,,1
305,2019K,1503,Maunulan yhteiskoulu ja Helsingin matematiikkalukio,FI,,1,22,4.0,,,,,,,,,5.0,,,,4.0,,,,3.0,,,,,,,,,6.0,,,,,,,,,,,,,,,,,1
306,2019K,1503,Maunulan yhteiskoulu ja Helsingin matematiikkalukio,FI,,1,12,2.0,,,,,,,,,3.0,,,,2.0,,,,,,,,2.0,,,,,3.0,,,,,,,,,,,,,,,,,1
307,2019K,1503,Maunulan yhteiskoulu ja Helsingin matematiikkalukio,FI,,1,30,5.0,,,,,,,,7.0,,,,6.0,,,,,,,6.0,,,,,,,6.0,,,,,,,,,,,,,,,,,1
308,2019K,1503,Maunulan yhteiskoulu ja Helsingin matematiikkalukio,FI,,1,15,,,,,,,5.0,,,3.0,,,,4.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,1
309,2019K,1503,Maunulan yhteiskoulu ja Helsingin matematiikkalukio,FI,,2,13,,,,,,,2.0,,4.0,,,,,,,,,,,3.0,,,,,,,,,,,,4.0,,,,,,,,,,,,1
310,2019K,1503,Maunulan yhteiskoulu ja Helsingin matematiikkalukio,FI,,1,25,4.0,,,,,,,,5.0,,,,,5.0,,,,4.0,,,,4.0,,,,,3.0,,,,,,,,,,,,,,,,,1
311,2019K,1503,Maunulan yhteiskoulu ja Helsingin matematiikkalukio,FI,,1,18,4.0,,,,,,,,,4.0,,,,,,,,,3.0,,5.0,,,,,,2.0,,,,,,,,,,,,,,,,,1
312,2019K,1503,Maunulan yhteiskoulu ja Helsingin matematiikkalukio,FI,,1,25,5.0,,,,,,,,,5.0,,,,5.0,,,,,,,,,,5.0,,,5.0,,,,,,,,,,,,,,,,,1
313,2019K,1503,Maunulan yhteiskoulu ja Helsingin matematiikkalukio,FI,,1,24,4.0,,,,,,,,2.0,,,,,6.0,,,,,,,,6.0,,,,,6.0,,,,,,,,,,,,,,,,,1
314,2019K,1503,Maunulan yhteiskoulu ja Helsingin matematiikkalukio,FI,,1,24,4.0,,,,,,,,,6.0,,,,5.0,,,,,,,4.0,,,,,,5.0,,,,,,,,,,,,,,,,,1
315,2019K,1503,Maunulan yhteiskoulu ja Helsingin matematiikkalukio,FI,,1,33,7.0,,,,,,,,6.0,,,,5.0,6.0,,,,,,,,,,3.0,,,6.0,,,,,,,,,,,,,,,,,1
316,2019K,1503,Maunulan yhteiskoulu ja Helsingin matematiikkalukio,FI,,1,22,5.0,,,,,,,,6.0,,,,3.0,,,,,,3.0,,,,,,,,5.0,,,,,,,,,,,,,,,,,1
317,2019K,1503,Maunulan yhteiskoulu ja Helsingin matematiikkalukio,FI,,1,17,3.0,,,,,,,,4.0,,,,3.0,,,,,,,,,2.0,,,,,5.0,,,,,,,,,,,,,,,,,1
318,2019K,1503,Maunulan yhteiskoulu ja Helsingin matematiikkalukio,FI,,1,25,5.0,,,,,,,,2.0,,,,,5.0,,,,,3.0,,,4.0,,,,,6.0,,,,,,,,,,,,,,,,,1
319,2019K,1503,Maunulan yhteiskoulu ja Helsingin matematiikkalukio,FI,,1,15,,,,,,,4.0,,2.0,,,,,4.0,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,1
320,2019K,1503,Maunulan yhteiskoulu ja Helsingin matematiikkalukio,FI,,2,25,6.0,,,,,,,,5.0,,,,3.0,,,,,,,,,5.0,,,,,6.0,,,,,,,,,,,,,,,,,1
321,2019K,1503,Maunulan yhteiskoulu ja Helsingin matematiikkalukio,FI,,1,23,,,,,,,2.0,,6.0,,,,4.0,,,,,,,5.0,,,,,,,6.0,,,,,,,,,,,,,,,,,1
322,2019K,1503,Maunulan yhteiskoulu ja Helsingin matematiikkalukio,FI,,2,23,5.0,,,,,,,,2.0,,4.0,,2.0,,,,,,,,,,,5.0,,,5.0,,,,,,,,,,,,,,,,,1
323,2019K,1503,Maunulan yhteiskoulu ja Helsingin matematiikkalukio,FI,,2,25,5.0,,,,,,,,5.0,,,,4.0,3.0,,,,,,3.0,,,,,,,5.0,,,,,,,,,,,,,,,,,1
324,2019K,1503,Maunulan yhteiskoulu ja Helsingin matematiikkalukio,FI,,1,16,3.0,,,,,,,,,3.0,,,,,,,,,3.0,,,,,3.0,,,4.0,,,,,,,,,,,,,,,,,1
325,2019K,1503,Maunulan yhteiskoulu ja Helsingin matematiikkalukio,FI,,2,47,7.0,,,,,,,,,7.0,,,,7.0,7.0,,,,,,,6.0,,6.0,,,7.0,,,,,,,,,,,,,,,,,1
326,2019K,1503,Maunulan yhteiskoulu ja Helsingin matematiikkalukio,FI,,2,39,6.0,,,,,,,,7.0,,,,7.0,,,,,,,7.0,,,,,,,6.0,,6.0,,,,,,,,,,,,,,,1
327,2019K,1503,Maunulan yhteiskoulu ja Helsingin matematiikkalukio,FI,,1,22,4.0,,,,,,,,,3.0,,,,4.0,,,,,4.0,,,,,3.0,,,4.0,,,,,,,,,,,,,,,,,1
328,2019K,1503,Maunulan yhteiskoulu ja Helsingin matematiikkalukio,FI,,1,18,4.0,,,,,,,,,3.0,,,,,,,,,,,,3.0,,3.0,,,5.0,,,,,,,,,,,,,,,,,1
329,2019K,1503,Maunulan yhteiskoulu ja Helsingin matematiikkalukio,FI,,1,23,4.0,,,,,,,,,5.0,,,,,,,,,3.0,,,5.0,,,,,6.0,,,,,,,,,,,,,,,,,1
330,2019K,1503,Maunulan yhteiskoulu ja Helsingin matematiikkalukio,FI,,1,15,4.0,,,,,,,,,3.0,,,,4.0,,,,,,,2.0,,,,,,2.0,,,,,,,,,,,,,,,,,1
331,2019K,1503,Maunulan yhteiskoulu ja Helsingin matematiikkalukio,FI,,2,20,3.0,,,,,,,,,5.0,,,,,,,,,,,4.0,,,4.0,,,4.0,,,,,,,,,,,,,,,,,1
332,2019K,1503,Maunulan yhteiskoulu ja Helsingin matematiikkalukio,FI,,1,27,6.0,,,,,,,,,3.0,,,,5.0,,,,,,,,4.0,4.0,,,,5.0,,,,,,,,,,,,,,,,,1
333,2019K,1503,Maunulan yhteiskoulu ja Helsingin matematiikkalukio,FI,,1,29,4.0,,,,,,,,4.0,,,,4.0,6.0,,,,,,,,5.0,,,,,6.0,,,,,,,,,,,,,,,,,1
334,2019K,1503,Maunulan yhteiskoulu ja Helsingin matematiikkalukio,FI,,2,8,,,,,,,2.0,,,2.0,2.0,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,1
335,2019K,1503,Maunulan yhteiskoulu ja Helsingin matematiikkalukio,FI,,2,17,,,,,,,4.0,,,3.0,,,,3.0,,,,,,,,2.0,,,,,5.0,,,,,,,,,,,,,,,,,1
336,2019K,1503,Maunulan yhteiskoulu ja Helsingin matematiikkalukio,FI,,1,21,3.0,,,,,,,,,4.0,,,,4.0,,,,,,,,4.0,,4.0,,,2.0,,,,,,,,,,,,,,,,,1
337,2019K,1503,Maunulan yhteiskoulu ja Helsingin matematiikkalukio,FI,,2,10,3.0,,,,,,,,,,,,,2.0,,,,,,,,,,3.0,,,2.0,,,,,,,,,,,,,,,,,1
338,2019K,1503,Maunulan yhteiskoulu ja Helsingin matematiikkalukio,FI,,2,27,6.0,,,,,,,,,5.0,,,,,,6.0,,,,,,,,5.0,,,5.0,,,,,,,,,,,,,,,,,1
339,2019K,1503,Maunulan yhteiskoulu ja Helsingin matematiikkalukio,FI,,1,23,3.0,,,,,,,,6.0,,,,,5.0,,,,,4.0,,,,,,,,5.0,,,,,,,,,,,,,,,,,1
340,2019K,1503,Maunulan yhteiskoulu ja Helsingin matematiikkalukio,FI,,1,17,3.0,,,,,,,,5.0,,,,4.0,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,1
341,2019K,1503,Maunulan yhteiskoulu ja Helsingin matematiikkalukio,FI,,1,24,4.0,,,,,,,,,5.0,,,,4.0,,,,,,,3.0,4.0,,,,,4.0,,,,,,,,,,,,,,,,,1
342,2019K,1503,Maunulan yhteiskoulu ja Helsingin matematiikkalukio,FI,,1,18,2.0,,,,,,,,4.0,,,,4.0,,,,,,,,3.0,,,,,,5.0,,,,,,,,,,,,,,,,,1
343,2019K,1503,Maunulan yhteiskoulu ja Helsingin matematiikkalukio,FI,,2,13,4.0,,,,,,,,,,,,,,,,,,2.0,,3.0,,,2.0,,,2.0,,,,,,,,,,,,,,,,,1
344,2019K,1503,Maunulan yhteiskoulu ja Helsingin matematiikkalukio,FI,,1,22,5.0,,,,,,,,0.0,,,,,6.0,,,,,,,,5.0,,,,,6.0,,,,,,,,,,,,,,,,,1
345,2019K,1503,Maunulan yhteiskoulu ja Helsingin matematiikkalukio,FI,,1,13,,,,,,,3.0,,4.0,,,,3.0,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,1
346,2019K,1503,Maunulan yhteiskoulu ja Helsingin matematiikkalukio,FI,,1,13,4.0,,,,,,,,,3.0,,,,,,,,,,,3.0,,,,,,3.0,,,,,,,,,,,,,,,,,1
347,2019K,1503,Maunulan yhteiskoulu ja Helsingin matematiikkalukio,FI,,1,40,5.0,,,,,,,,7.0,,,,7.0,,,,,,,7.0,,,,,,,7.0,,,,7.0,,,,,,,,,,,,,1
348,2019K,1503,Maunulan yhteiskoulu ja Helsingin matematiikkalukio,FI,,1,24,5.0,,,,,,,,5.0,,,,,,,,,,,,,4.0,,5.0,,,5.0,,,,,,,,,,,,,,,,,1
349,2019K,1503,Maunulan yhteiskoulu ja Helsingin matematiikkalukio,FI,,1,20,4.0,,,,,,,,4.0,,,,4.0,,,,,,,,,3.0,,,,,5.0,,,,,,,,,,,,,,,,,1
350,2019K,1503,Maunulan yhteiskoulu ja Helsingin matematiikkalukio,FI,,1,27,5.0,,,,,,,,4.0,,,,,6.0,,,,,,,,6.0,,,,,6.0,,,,,,,,,,,,,,,,,1
351,2019K,1503,Maunulan yhteiskoulu ja Helsingin matematiikkalukio,FI,,1,26,6.0,,,,,,,,,5.0,,,,5.0,,,,,,,,5.0,,,,,5.0,,,,,,,,,,,,,,,,,1
352,2019K,1503,Maunulan yhteiskoulu ja Helsingin matematiikkalukio,FI,,2,19,5.0,,,,,,,,6.0,,,,,,,,,,,,,,4.0,,,,4.0,,,,,,,,,,,,,,,,,1
353,2019K,1503,Maunulan yhteiskoulu ja Helsingin matematiikkalukio,FI,,2,16,3.0,,,,,,,,,,,,,,,,,,2.0,,3.0,,,3.0,,,5.0,,,,,,,,,,,,,,,,,1
354,2019K,1503,Maunulan yhteiskoulu ja Helsingin matematiikkalukio,FI,,1,20,,,,,,,2.0,,6.0,,,,5.0,,,,,,,5.0,,,,,,,2.0,,,,,,,,,,,,,,,,,1
355,2019K,1503,Maunulan yhteiskoulu ja Helsingin matematiikkalukio,FI,,2,18,4.0,,,,,,,,,4.0,,,,,4.0,,,,,,2.0,,,,,,4.0,,,,,,,,,,,,,,,,,1
356,2019K,1503,Maunulan yhteiskoulu ja Helsingin matematiikkalukio,FI,,1,25,5.0,,,,,,,,6.0,,,,5.0,,,,,,,5.0,,,,,,,4.0,,,,,,,,,,,,,,,,,1
357,2019K,1503,Maunulan yhteiskoulu ja Helsingin matematiikkalukio,FI,,1,19,2.0,,,,,,,,3.0,,,,,5.0,,,,,,,,4.0,,,,,,,,,,5.0,,,,,,,,,,,,1
358,2019K,1503,Maunulan yhteiskoulu ja Helsingin matematiikkalukio,FI,,1,18,,,,,,,6.0,,2.0,,,,,,,,,,,4.0,3.0,,,,,,3.0,,,,,,,,,,,,,,,,,1
359,2019K,1503,Maunulan yhteiskoulu ja Helsingin matematiikkalukio,FI,,2,20,3.0,,,,,,,,,,,,,,5.0,,,,,,5.0,,,4.0,,,3.0,,,,,,,,,,,,,,,,,1
360,2019K,1503,Maunulan yhteiskoulu ja Helsingin matematiikkalukio,FI,,1,16,3.0,,,,,,,,,,,,,3.0,,,,,,,,3.0,,3.0,,,4.0,,,,,,,,,,,,,,,,,1
361,2019K,1503,Maunulan yhteiskoulu ja Helsingin matematiikkalukio,FI,,2,26,5.0,,,,,,,,,6.0,,,,,5.0,,,,,,7.0,,,,,,3.0,,,,,,,,,,,,,,,,,1
362,2019K,1503,Maunulan yhteiskoulu ja Helsingin matematiikkalukio,FI,,1,14,3.0,,,,,,,,,2.0,,,,2.0,,,,,3.0,,,,,,,,4.0,,,,,,,,,,,,,,,,,1
363,2019K,1503,Maunulan yhteiskoulu ja Helsingin matematiikkalukio,FI,,2,12,,,,,,,4.0,,,2.0,3.0,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,1
364,2019K,1503,Maunulan yhteiskoulu ja Helsingin matematiikkalukio,FI,,2,21,,,,,,,3.0,,4.0,,,2.0,,,2.0,,,,,,,,,,,,,,,,7.0,3.0,,,,,,,,,,,,1
365,2019K,1503,Maunulan yhteiskoulu ja Helsingin matematiikkalukio,FI,,2,16,,,,,,,4.0,,,,,,,5.0,,,,,,,2.0,,,2.0,,,3.0,,,,,,,,,,,,,,,,,1
366,2019K,1503,Maunulan yhteiskoulu ja Helsingin matematiikkalukio,FI,,2,21,,,,,,,6.0,,,5.0,4.0,,,,,,,,,3.0,,,,,,,3.0,,,,,,,,,,,,,,,,,1
367,2019K,1503,Maunulan yhteiskoulu ja Helsingin matematiikkalukio,FI,,2,24,5.0,,,,,,,,5.0,,,,,,,,,,,5.0,5.0,,,,,,4.0,,,,,,,,,,,,,,,,,1
368,2019K,1503,Maunulan yhteiskoulu ja Helsingin matematiikkalukio,FI,,1,22,5.0,,,,,,,,,4.0,,,,4.0,,,,,,,4.0,,,,,,5.0,,,,,,,,,,,,,,,,,1
369,2019K,1503,Maunulan yhteiskoulu ja Helsingin matematiikkalukio,FI,,1,20,5.0,,,,,,,,,3.0,,,,4.0,,,,,,,,4.0,,,,,4.0,,,,,,,,,,,,,,,,,1
370,2019K,1503,Maunulan yhteiskoulu ja Helsingin matematiikkalukio,FI,,1,25,4.0,,,,,,,,,4.0,,,,3.0,,,,,,2.0,,2.0,4.0,,,,6.0,,,,,,,,,,,,,,,,,1
371,2019K,1503,Maunulan yhteiskoulu ja Helsingin matematiikkalukio,FI,,1,25,4.0,,,,,,,,,6.0,,,,,,,,,,3.0,,3.0,,3.0,,,6.0,,,,,,,,,,,,,,,,,1
372,2019K,1503,Maunulan yhteiskoulu ja Helsingin matematiikkalukio,FI,,2,14,,,,,,,3.0,,0.0,,5.0,,,,,,,,2.0,,2.0,,,,,,2.0,,,,,,,,,,,,,,,,,1
373,2019K,1503,Maunulan yhteiskoulu ja Helsingin matematiikkalukio,FI,,1,27,4.0,,,,,,,,5.0,,,,,5.0,,4.0,,,3.0,,,,,,,,6.0,,,,,,,,,,,,,,,,,1
374,2019K,1503,Maunulan yhteiskoulu ja Helsingin matematiikkalukio,FI,,1,10,,,,,,,3.0,,2.0,,,,,,,,,,,,,2.0,,,,,3.0,,,,,,,,,,,,,,,,,1
375,2019K,1503,Maunulan yhteiskoulu ja Helsingin matematiikkalukio,FI,,1,23,5.0,,,,,,,,,,,,,5.0,,,,,,,,4.0,,4.0,,,5.0,,,,,,,,,,,,,,,,,1
376,2019K,1503,Maunulan yhteiskoulu ja Helsingin matematiikkalukio,FI,,1,13,0.0,,,,,,,,,4.0,,,,4.0,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,1
377,2019K,1503,Maunulan yhteiskoulu ja Helsingin matematiikkalukio,FI,,1,13,,,,,,,2.0,,2.0,,2.0,,,,,,,,,2.0,,,,,,,5.0,,,,,,,,,,,,,,,,,1
378,2019K,1503,Maunulan yhteiskoulu ja Helsingin matematiikkalukio,FI,,1,22,4.0,,,,,,,,4.0,,4.0,,,,,,,,,5.0,,,,,,,5.0,,,,,,,,,,,,,,,,,1
379,2019K,1503,Maunulan yhteiskoulu ja Helsingin matematiikkalukio,FI,,2,16,3.0,,,,,,,,,,2.0,,,,,,,,,,5.0,,,3.0,,,3.0,,,,,,,,,,,,,,,,,1
380,2019K,1503,Maunulan yhteiskoulu ja Helsingin matematiikkalukio,FI,,1,18,0.0,,,,,,,,6.0,,5.0,,5.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,1
381,2019K,1503,Maunulan yhteiskoulu ja Helsingin matematiikkalukio,FI,,1,21,4.0,,,,,,,,,4.0,,,,3.0,2.0,,,,,,,4.0,,,,,4.0,,,,,,,,,,,,,,,,,1
382,2019K,1503,Maunulan yhteiskoulu ja Helsingin matematiikkalukio,FI,,2,11,,,,,,,3.0,,,2.0,2.0,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,1
383,2019K,1503,Maunulan yhteiskoulu ja Helsingin matematiikkalukio,FI,,1,30,6.0,,,,,,,,7.0,,,,6.0,,,,,,,6.0,,,,,,,5.0,,,,,,,,,,,,,,,,,1
384,2019K,1503,Maunulan yhteiskoulu ja Helsingin matematiikkalukio,FI,,1,25,5.0,,,,,,,,6.0,,,,5.0,,,,,,,,4.0,,,,,,5.0,,,,,,,,,,,,,,,,,1
385,2019K,1503,Maunulan yhteiskoulu ja Helsingin matematiikkalukio,FI,,1,23,4.0,,,,,,,,,4.0,,,,,,,,,,4.0,3.0,,,5.0,,,3.0,,,,,,,,,,,,,,,,,1
386,2019K,1503,Maunulan yhteiskoulu ja Helsingin matematiikkalukio,FI,,1,20,5.0,,,,,,,,5.0,,,,5.0,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,1
387,2019K,1503,Maunulan yhteiskoulu ja Helsingin matematiikkalukio,FI,,1,13,2.0,,,,,,,,,,,,,3.0,,,,,,,,,,2.0,,,6.0,,,,,,,,,,,,,,,,,1
388,2019K,1503,Maunulan yhteiskoulu ja Helsingin matematiikkalukio,FI,,1,33,6.0,,,,,,,,7.0,,,,7.0,,,,,,,6.0,,,,,,,7.0,,,,,,,,,,,,,,,,,1
389,2019K,1503,Maunulan yhteiskoulu ja Helsingin matematiikkalukio,FI,,1,13,,,,,,,3.0,,3.0,,,,3.0,,,,,,,,,2.0,,,,,2.0,,,,,,,,,,,,,,,,,1
390,2019K,1503,Maunulan yhteiskoulu ja Helsingin matematiikkalukio,FI,,1,24,,,,,,,3.0,,7.0,,,,5.0,,,,,,,7.0,,,,,,,2.0,,,,,,,,,,,,,,,,,1
391,2019K,1503,Maunulan yhteiskoulu ja Helsingin matematiikkalukio,FI,,2,30,5.0,,,,,,,,,6.0,,,,4.0,,,,,,,,,,5.0,,,6.0,4.0,,,,,,,,,,,,,,,,1
392,2019K,1503,Maunulan yhteiskoulu ja Helsingin matematiikkalukio,FI,,1,17,2.0,,,,,,,,5.0,,,,4.0,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,1
393,2019K,1503,Maunulan yhteiskoulu ja Helsingin matematiikkalukio,FI,,1,34,3.0,,,,,,,,7.0,,6.0,,7.0,,,,,,,7.0,,,,,,,4.0,,,,,,,,,,,,,,,,,1
394,2019K,1503,Maunulan yhteiskoulu ja Helsingin matematiikkalukio,FI,,1,11,2.0,,,,,,,,,3.0,,,,,,2.0,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,1
395,2019K,1503,Maunulan yhteiskoulu ja Helsingin matematiikkalukio,FI,,2,12,,,,,,,4.0,,,2.0,,,,3.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,1
396,2019K,1503,Maunulan yhteiskoulu ja Helsingin matematiikkalukio,FI,,1,20,3.0,,,,,,,,5.0,,,,5.0,,,,,,,3.0,,,,,,,4.0,,,,,,,,,,,,,,,,,1
397,2019K,1503,Maunulan yhteiskoulu ja Helsingin matematiikkalukio,FI,,2,17,,,,,,,5.0,,,2.0,,,,,2.0,,,,,,4.0,,,,,,4.0,,,,,,,,,,,,,,,,,1
398,2019K,1503,Maunulan yhteiskoulu ja Helsingin matematiikkalukio,FI,,1,26,,,,,,,6.0,,6.0,,,,5.0,,,,,,,4.0,,,,,,,5.0,,,,,,,,,,,,,,,,,1
399,2019K,1503,Maunulan yhteiskoulu ja Helsingin matematiikkalukio,FI,,1,12,,,,,,,2.0,,,3.0,,,,,,,,,,,,3.0,,,,,4.0,,,,,,,,,,,,,,,,,1
470,2019K,1597,Oulunkylän yhteiskoulu,FI,,2,17,5.0,,,,,,,,,4.0,,4.0,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,1
471,2019K,1597,Oulunkylän yhteiskoulu,FI,,2,21,,,,,,,7.0,,2.0,,3.0,,3.0,,,,,,,3.0,,,,,,,3.0,,,,,,,,,,,,,,,,,1
472,2019K,1597,Oulunkylän yhteiskoulu,FI,,1,35,5.0,,,,,,,,6.0,,6.0,,6.0,,,,,,,6.0,,,,,,,6.0,,,,,,,,,,,,,,,,,1
473,2019K,1597,Oulunkylän yhteiskoulu,FI,,1,25,5.0,,,,,,,,5.0,,5.0,,,,,,,,,,6.0,,,,,,4.0,,,,,,,,,,,,,,,,,1
474,2019K,1597,Oulunkylän yhteiskoulu,FI,,2,38,6.0,,,,,,,,,6.0,6.0,,,,6.0,,,,,,,,7.0,,,,7.0,,,,,,,,,,,,,,,,,1
475,2019K,1597,Oulunkylän yhteiskoulu,FI,,2,36,7.0,,,,,,,,,7.0,,,,,,,,,6.0,,,5.0,,6.0,,,5.0,,,,,,,,,,,,,,,,,1
476,2019K,1597,Oulunkylän yhteiskoulu,FI,,2,25,5.0,,,,,,,,5.0,,5.0,,,,,,,,,,,6.0,,,,,4.0,,,,,,,,,,,,,,,,,1
477,2019K,1597,Oulunkylän yhteiskoulu,FI,,2,34,6.0,,,,,,,,,5.0,,,,5.0,,,,,6.0,,,,,6.0,,,6.0,,,,,,,,,,,,,,,,,1
478,2019K,1597,Oulunkylän yhteiskoulu,FI,,2,40,7.0,,,,,,,,7.0,,,,6.0,,,,,,7.0,,,,6.0,,,,,,,,,,,7.0,,,,,,,,,,1
479,2019K,1597,Oulunkylän yhteiskoulu,FI,,2,24,5.0,,,,,,,,,,,,,5.0,,,,,,,5.0,,,4.0,,,5.0,,,,,,,,,,,,,,,,,1
480,2019K,1597,Oulunkylän yhteiskoulu,FI,,2,34,4.0,,,,,,,,,6.0,,5.0,,,,,,,,,,,,6.0,,,7.0,,,,,,6.0,,,,,,,,,,,1
481,2019K,1597,Oulunkylän yhteiskoulu,FI,,1,31,4.0,,,,,,,,,6.0,,,,5.0,,,,,,,,6.0,,,,,6.0,,,,,,,4.0,,,,,,,,,,1
482,2019K,1597,Oulunkylän yhteiskoulu,FI,,2,37,6.0,,,,,,,,6.0,,,,,,6.0,,,,,,,7.0,,7.0,,,5.0,,,,,,,,,,,,,,,,,1
483,2019K,1597,Oulunkylän yhteiskoulu,FI,,2,27,3.0,,,,,,,,5.0,,5.0,,3.0,,,,,,,,,,,5.0,,,6.0,,,,,,,,,,,,,,,,,1
484,2019K,1597,Oulunkylän yhteiskoulu,FI,,2,32,5.0,,,,,,,,5.0,,,,,,,,,,,,5.0,,,6.0,,,5.0,,,,,,6.0,,,,,,,,,,,1
485,2019K,1597,Oulunkylän yhteiskoulu,FI,,2,21,4.0,,,,,,,,,4.0,,,,,5.0,,,,,,,,,4.0,,,4.0,,,,,,,,,,,,,,,,,1
486,2019K,1597,Oulunkylän yhteiskoulu,FI,,2,29,6.0,,,,,,,,6.0,,,,,,6.0,,,,,,,,5.0,,,,6.0,,,,,,,,,,,,,,,,,1
487,2019K,1597,Oulunkylän yhteiskoulu,FI,,1,35,6.0,,,,,,,,7.0,,6.0,,6.0,,,,,,,,,,6.0,,,,4.0,,,,,,,,,,,,,,,,,1
