,tutkintokerta,koulun_nro,koulun_nimi,opetuskieli,tyyppi,sukup,yht,A,O,Z,I,W,Q,A5,O5,M,N,BI,FF,FY,HI,PS,UE,UO,ET,GE,KE,TE,YH,BA,BB,CA,CB,EA,FA,SA,PA,VA,EC,FC,SC,PC,VC,DC,IC,QC,GC,TC,L1,L7,opintotausta
78479,2021K,1004,Alppilan lukio,FI,,2,8,,,,,,,2.0,,,2.0,2.0,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,1
78480,2021K,1004,Alppilan lukio,FI,,1,13,3.0,,,,,,,,,2.0,,,,4.0,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,1
78481,2021K,1004,Alppilan lukio,FI,,1,18,3.0,,,,,,,,,4.0,,,3.0,,,,,,,3.0,,,,,,,5.0,,,,,,,,,,,,,,,,,1
78482,2021K,1004,Alppilan lukio,FI,,2,19,4.0,,,,,,,,3.0,,,,,,,,,,4.0,,,,4.0,,,,4.0,,,,,,,,,,,,,,,,,1
78483,2021K,1004,Alppilan lukio,FI,,1,21,3.0,,,,,,,,,3.0,3.0,,,,,,,,,2.0,,,,4.0,,,6.0,,,,,,,,,,,,,,,,,1
78840,2021K,1303,Kulosaaren yhteiskoulu,FI,,1,28,4.0,,,,,,,,5.0,,,,,6.0,,,,,,,,6.0,,,,,7.0,,,,,,,,,,,,,,,,,1
78841,2021K,1303,Kulosaaren yhteiskoulu,FI,,1,34,5.0,,,,,,,,6.0,,,,,6.0,,,,,,,,6.0,,6.0,,,5.0,,,,,,,,,,,,,,,,,1
78842,2021K,1303,Kulosaaren yhteiskoulu,FI,,2,38,6.0,,,,,,,,6.0,,,,,6.0,,,,,,,,7.0,,7.0,,,6.0,,,,,,,,,,,,,,,,,1
78843,2021K,1303,Kulosaaren yhteiskoulu,FI,,1,35,5.0,,,,,,,,6.0,,,,5.0,,,,,,,6.0,,,,6.0,,,7.0,,,,,,,,,,,,,,,,,1
78844,2021K,1303,Kulosaaren yhteiskoulu,FI,,1,26,4.0,,,,,,,,3.0,,5.0,,,,,,,,,5.0,,,,4.0,,,5.0,,,,,,,,,,,,,,,,,1
78845,2021K,1303,Kulosaaren yhteiskoulu,FI,,2,25,4.0,,,,,,,,,5.0,5.0,,,6.0,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,1
78846,2021K,1303,Kulosaaren yhteiskoulu,FI,,1,30,5.0,,,,,,,,5.0,,,,5.0,,,,,,,6.0,,,,4.0,,,5.0,,,,,,,,,,,,,,,,,1
78847,2021K,1303,Kulosaaren yhteiskoulu,FI,,2,26,4.0,,,,,,,,,5.0,,,,,,,,,,,,5.0,,6.0,,,6.0,,,,,,,,,,,,,,,,,1
78848,2021K,1303,Kulosaaren yhteiskoulu,FI,,2,34,4.0,,,,,,,,,5.0,,,,,5.0,,,,,,,,7.0,,,,7.0,,,,,,,,6.0,,,,,,,,,1
78849,2021K,1303,Kulosaaren yhteiskoulu,FI,,1,36,6.0,,,,,,,,,,,7.0,,7.0,,,,,,,,7.0,,4.0,,,5.0,,,,,,,,,,,,,,,,,1
78850,2021K,1303,Kulosaaren yhteiskoulu,FI,,1,31,,,,,,,6.0,,,6.0,,,,5.0,,,,,,,,,,7.0,,,7.0,,,,,,,,,,,,,,,,,1
78851,2021K,1303,Kulosaaren yhteiskoulu,FI,,1,31,6.0,,,,,,,,6.0,,,,,6.0,,,,,,,,,,,,,6.0,,,,,,,,7.0,,,,,,,,,1
78852,2021K,1303,Kulosaaren yhteiskoulu,FI,,1,24,3.0,,,,,,,,3.0,,,6.0,,,6.0,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,1
78853,2021K,1303,Kulosaaren yhteiskoulu,FI,,1,26,5.0,,,,,,,,6.0,,,,5.0,,,,,,,,,,,,,,7.0,,,,,,3.0,,,,,,,,,,,1
78854,2021K,1303,Kulosaaren yhteiskoulu,FI,,1,40,4.0,,,,,,,,6.0,,6.0,,6.0,,,,,,,6.0,,,,,,,6.0,,,,,,6.0,,,,,,,,,,,1
78855,2021K,1303,Kulosaaren yhteiskoulu,FI,,2,33,4.0,,,,,,,,,7.0,6.0,,,,5.0,,,,,5.0,,,,,,,6.0,,,,,,,,,,,,,,,,,1
78856,2021K,1303,Kulosaaren yhteiskoulu,FI,,2,31,6.0,,,,,,,,,6.0,,,,,,,,,,,,6.0,,7.0,,,6.0,,,,,,,,,,,,,,,,,1
78857,2021K,1303,Kulosaaren yhteiskoulu,FI,,2,45,5.0,,,,,,,,6.0,,,,5.0,,,,,,,5.0,,,,6.0,,,6.0,,,,,,,6.0,6.0,,,,,,,,,1
78858,2021K,1303,Kulosaaren yhteiskoulu,FI,,2,41,6.0,,,,,,,,7.0,,7.0,,,,,,,,,7.0,,,,7.0,,,7.0,,,,,,,,,,,,,,,,,1
78859,2021K,1303,Kulosaaren yhteiskoulu,FI,,1,34,3.0,,,,,,,,5.0,,,,,7.0,6.0,,,,,,,6.0,,,,,7.0,,,,,,,,,,,,,,,,,1
78860,2021K,1303,Kulosaaren yhteiskoulu,FI,,1,25,,,,,,,6.0,,5.0,,,,,,,,,,,4.0,,,,,,,6.0,,,,,,,,4.0,,,,,,,,,1
78861,2021K,1303,Kulosaaren yhteiskoulu,FI,,1,33,,,,,,,7.0,,7.0,,,,6.0,,,,,,,6.0,,,,,,,7.0,,,,,,,,,,,,,,,,,1
78862,2021K,1303,Kulosaaren yhteiskoulu,FI,,1,35,6.0,,,,,,,,6.0,,,,,6.0,,,,,,6.0,,,,5.0,,,6.0,,,,,,,,,,,,,,,,,1
78863,2021K,1303,Kulosaaren yhteiskoulu,FI,,1,38,5.0,,,,,,,,7.0,,,,7.0,7.0,,,,,,,,7.0,,,,,5.0,,,,,,,,,,,,,,,,,1
78864,2021K,1303,Kulosaaren yhteiskoulu,FI,,1,54,7.0,,,,,,,,7.0,,,7.0,7.0,,,,,,,,,7.0,,7.0,,,7.0,,,5.0,,,,,,,,,,,,,,1
78865,2021K,1303,Kulosaaren yhteiskoulu,FI,,2,34,5.0,,,,,,,,4.0,,5.0,,,,,,,,,,,,,7.0,,,7.0,,,,,,,,6.0,,,,,,,,,1
78866,2021K,1303,Kulosaaren yhteiskoulu,FI,,2,38,7.0,,,,,,,,5.0,,,,,6.0,6.0,,,,,,,,,7.0,,,7.0,,,,,,,,,,,,,,,,,1
78867,2021K,1303,Kulosaaren yhteiskoulu,FI,,1,18,3.0,,,,,,,,,3.0,,,,3.0,3.0,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,1
78868,2021K,1303,Kulosaaren yhteiskoulu,FI,,2,32,6.0,,,,,,,,6.0,,,,,,,,,,,,,,,7.0,,,7.0,,6.0,,,,,,,,,,,,,,,1
78869,2021K,1303,Kulosaaren yhteiskoulu,FI,,2,27,4.0,,,,,,,,5.0,,,,,,,,,,,5.0,,,,6.0,,,7.0,,,,,,,,,,,,,,,,,1
78870,2021K,1303,Kulosaaren yhteiskoulu,FI,,1,37,5.0,,,,,,,,6.0,,,,6.0,,,,,,,5.0,,4.0,,5.0,,,6.0,,,,,,,,,,,,,,,,,1
78871,2021K,1303,Kulosaaren yhteiskoulu,FI,,2,33,6.0,,,,,,,,4.0,,6.0,,,5.0,,,,,6.0,,,,,,,,6.0,,,,,,,,,,,,,,,,,1
78872,2021K,1303,Kulosaaren yhteiskoulu,FI,,1,28,5.0,,,,,,,,,4.0,,,,7.0,,,,,,,,6.0,,,,,6.0,,,,,,,,,,,,,,,,,1
78873,2021K,1303,Kulosaaren yhteiskoulu,FI,,2,37,6.0,,,,,,,,5.0,,,,,7.0,,,,,,,,,,7.0,,,6.0,,,,,,6.0,,,,,,,,,,,1
78874,2021K,1303,Kulosaaren yhteiskoulu,FI,,1,45,6.0,,,,,,,,7.0,,7.0,,6.0,,,,,,,7.0,,,,,,,6.0,,6.0,,,,,,,,,,,,,,,1
78875,2021K,1303,Kulosaaren yhteiskoulu,FI,,1,33,7.0,,,,,,,,7.0,,,,6.0,,,,,,,,,,,6.0,,,7.0,,,,,,,,,,,,,,,,,1
78876,2021K,1303,Kulosaaren yhteiskoulu,FI,,2,40,6.0,,,,,,,,,7.0,,,,,6.0,,,,,,,,,,,,7.0,,,,,,7.0,7.0,,,,,,,,,,1
78877,2021K,1303,Kulosaaren yhteiskoulu,FI,,2,26,,,,,,,6.0,,4.0,,3.0,,4.0,,,,,,,4.0,,,,,,,5.0,,,,,,,,,,,,,,,,,1
78878,2021K,1303,Kulosaaren yhteiskoulu,FI,,1,23,4.0,,,,,,,,4.0,,,,,5.0,,,,,,,,,,5.0,,,5.0,,,,,,,,,,,,,,,,,1
78879,2021K,1303,Kulosaaren yhteiskoulu,FI,,2,34,6.0,,,,,,,,4.0,,,,,7.0,6.0,,,,,,,,,6.0,,,5.0,,,,,,,,,,,,,,,,,1
78880,2021K,1303,Kulosaaren yhteiskoulu,FI,,1,34,5.0,,,,,,,,,,,,,6.0,,,,,,,,7.0,,3.0,,,7.0,,,,,,,,6.0,,,,,,,,,1
78881,2021K,1303,Kulosaaren yhteiskoulu,FI,,2,30,6.0,,,,,,,,5.0,,,,,,,,,,,,,,,7.0,,,6.0,,6.0,,,,,,,,,,,,,,,1
78882,2021K,1303,Kulosaaren yhteiskoulu,FI,,2,24,,,,,,,6.0,,,6.0,,,,4.0,,,,,,,,3.0,,,,,5.0,,,,,,,,,,,,,,,,,1
78883,2021K,1303,Kulosaaren yhteiskoulu,FI,,1,18,,,,,,,7.0,,4.0,,,,,,,,,,,4.0,,,,,,,3.0,,,,,,,,,,,,,,,,,1
78884,2021K,1303,Kulosaaren yhteiskoulu,FI,,2,40,4.0,,,,,,,,,5.0,,,,6.0,6.0,,,,,,,,,6.0,,,7.0,,,,,,,6.0,,,,,,,,,,1
78885,2021K,1303,Kulosaaren yhteiskoulu,FI,,1,26,3.0,,,,,,,,6.0,,,,5.0,,,,,,,6.0,,,,,,,6.0,,,,,,,,,,,,,,,,,1
78886,2021K,1303,Kulosaaren yhteiskoulu,FI,,1,30,,,,,,,6.0,,5.0,,4.0,,,,,,,,4.0,5.0,,,,,,,6.0,,,,,,,,,,,,,,,,,1
78887,2021K,1303,Kulosaaren yhteiskoulu,FI,,2,39,5.0,,,,,,,,6.0,,6.0,,6.0,,,,,,,5.0,,,,,,,6.0,5.0,,,,,,,,,,,,,,,,1
78888,2021K,1303,Kulosaaren yhteiskoulu,FI,,1,22,4.0,,,,,,,,6.0,,,,,,,,,,,6.0,,,,,,,6.0,,,,,,,,,,,,,,,,,1
78889,2021K,1303,Kulosaaren yhteiskoulu,FI,,2,32,6.0,,,,,,,,4.0,,,,,5.0,,5.0,,,,,,,,,,,7.0,,,,,,,5.0,,,,,,,,,,1
78890,2021K,1303,Kulosaaren yhteiskoulu,FI,,2,34,7.0,,,,,,,,6.0,,,,,7.0,,,,,,,,,,7.0,,,7.0,,,,,,,,,,,,,,,,,1
78891,2021K,1303,Kulosaaren yhteiskoulu,FI,,2,32,5.0,,,,,,,,5.0,,5.0,,,,,,,,,,,,,6.0,,,6.0,,5.0,,,,,,,,,,,,,,,1
78892,2021K,1303,Kulosaaren yhteiskoulu,FI,,2,28,4.0,,,,,,,,4.0,,,,,,6.0,4.0,,,,,,,,5.0,,,5.0,,,,,,,,,,,,,,,,,1
78893,2021K,1303,Kulosaaren yhteiskoulu,FI,,1,26,4.0,,,,,,,,,5.0,,5.0,,,,,,,,,,,,6.0,,,6.0,,,,,,,,,,,,,,,,,1
78894,2021K,1303,Kulosaaren yhteiskoulu,FI,,1,36,,,,,,,7.0,,6.0,,5.0,,5.0,,,,,,,7.0,,,,,,,6.0,,,,,,,,,,,,,,,,,1
78895,2021K,1303,Kulosaaren yhteiskoulu,FI,,2,35,6.0,,,,,,,,6.0,,,,,,,,,,6.0,,,,5.0,,,,6.0,,,,,,,,6.0,,,,,,,,,1
78896,2021K,1303,Kulosaaren yhteiskoulu,FI,,2,35,6.0,,,,,,,,,6.0,,,,,,7.0,,,,,,6.0,,4.0,,,6.0,,,,,,,,,,,,,,,,,1
78897,2021K,1303,Kulosaaren yhteiskoulu,FI,,1,35,,,,,,,7.0,,5.0,,,,,6.0,,,,,,,,,,5.0,,,6.0,,,,,,6.0,,,,,,,,,,,1
78898,2021K,1303,Kulosaaren yhteiskoulu,FI,,2,36,6.0,,,,,,,,5.0,,,7.0,,,,,,,,,,6.0,,6.0,,,6.0,,,,,,,,,,,,,,,,,1
78899,2021K,1303,Kulosaaren yhteiskoulu,FI,,1,34,3.0,,,,,,,,,6.0,6.0,,,7.0,,,,,,5.0,,,,,,,7.0,,,,,,,,,,,,,,,,,1
78900,2021K,1303,Kulosaaren yhteiskoulu,FI,,2,21,5.0,,,,,,,,,,,,,,4.0,,,,,,,,,6.0,,,6.0,,,,,,,,,,,,,,,,,1
78901,2021K,1303,Kulosaaren yhteiskoulu,FI,,1,22,4.0,,,,,,,,7.0,,,,6.0,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,1
78902,2021K,1303,Kulosaaren yhteiskoulu,FI,,2,42,7.0,,,,,,,,7.0,,,,7.0,,,,,,,,,,,7.0,,,7.0,,,,,,,,7.0,,,,,,,,,1
78903,2021K,1303,Kulosaaren yhteiskoulu,FI,,1,36,,,,,,,7.0,,5.0,,,,6.0,,,,,,,6.0,,,,,,,5.0,,,,7.0,,,,,,,,,,,,,1
78904,2021K,1303,Kulosaaren yhteiskoulu,FI,,1,25,4.0,,,,,,,,4.0,,5.0,,,5.0,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,1
78905,2021K,1303,Kulosaaren yhteiskoulu,FI,,2,42,7.0,,,,,,,,7.0,,7.0,,7.0,,,,,,,7.0,,,,,,,7.0,,,,,,,,,,,,,,,,,1
78906,2021K,1303,Kulosaaren yhteiskoulu,FI,,1,27,4.0,,,,,,,,6.0,,,,5.0,,,,,,,6.0,,,,,,,6.0,,,,,,,,,,,,,,,,,1
78907,2021K,1303,Kulosaaren yhteiskoulu,FI,,1,44,5.0,,,,,,,,7.0,,6.0,,7.0,,,,,,,7.0,,,,5.0,,,7.0,,,,,,,,,,,,,,,,,1
78908,2021K,1303,Kulosaaren yhteiskoulu,FI,,1,32,5.0,,,,,,,,5.0,,6.0,,5.0,,,,,,,5.0,,,,,,,6.0,,,,,,,,,,,,,,,,,1
78909,2021K,1303,Kulosaaren yhteiskoulu,FI,,2,48,6.0,,,,,,,,7.0,,7.0,,7.0,,,,,,,7.0,,,,7.0,,,7.0,,,,,,,,,,,,,,,,,1
78910,2021K,1303,Kulosaaren yhteiskoulu,FI,,1,28,4.0,,,,,,,,6.0,,,,,,,,,,,6.0,,,,6.0,,,6.0,,,,,,,,,,,,,,,,,1
78911,2021K,1303,Kulosaaren yhteiskoulu,FI,,2,26,2.0,,,,,,,,,4.0,,,,5.0,,,,,,,,,,4.0,,,7.0,,,,,,4.0,,,,,,,,,,,1
78912,2021K,1303,Kulosaaren yhteiskoulu,FI,,2,25,,,,,,,5.0,,,4.0,5.0,,,,6.0,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,1
78913,2021K,1303,Kulosaaren yhteiskoulu,FI,,2,32,5.0,,,,,,,,4.0,,,,,5.0,,,,,,,,,,7.0,,,6.0,5.0,,,,,,,,,,,,,,,,1
78914,2021K,1303,Kulosaaren yhteiskoulu,FI,,1,53,7.0,,,,,,,,7.0,,7.0,,7.0,,,,,6.0,,7.0,,,,,,,7.0,5.0,,,,,,,,,,,,,,,,1
78915,2021K,1303,Kulosaaren yhteiskoulu,FI,,1,34,5.0,,,,,,,,4.0,,,,,7.0,,,,,,,,7.0,,5.0,,,6.0,,,,,,,,,,,,,,,,,1
78916,2021K,1303,Kulosaaren yhteiskoulu,FI,,2,27,5.0,,,,,,,,,,,,,6.0,,,,,,,,6.0,,5.0,,,5.0,,,,,,,,,,,,,,,,,1
78917,2021K,1303,Kulosaaren yhteiskoulu,FI,,2,28,5.0,,,,,,,,5.0,,6.0,,,,,,,,,6.0,,,,,,,,,6.0,,,,,,,,,,,,,,,1
78918,2021K,1303,Kulosaaren yhteiskoulu,FI,,2,40,6.0,,,,,,,,7.0,,,,6.0,,,,,,,,,7.0,,,,,7.0,,,,,,,,7.0,,,,,,,,,1
78919,2021K,1303,Kulosaaren yhteiskoulu,FI,,2,43,5.0,,,,,,,,6.0,,7.0,,6.0,,,,,,,7.0,,,,6.0,,,6.0,,,,,,,,,,,,,,,,,1
78920,2021K,1303,Kulosaaren yhteiskoulu,FI,,2,30,4.0,,,,,,,,6.0,,,,,,,6.0,,,,,,7.0,,,,,7.0,,,,,,,,,,,,,,,,,1
78921,2021K,1303,Kulosaaren yhteiskoulu,FI,,2,33,6.0,,,,,,,,7.0,,,,6.0,,,,,,,7.0,,,,,,,7.0,,,,,,,,,,,,,,,,,1
78922,2021K,1303,Kulosaaren yhteiskoulu,FI,,2,38,7.0,,,,,,,,6.0,,6.0,,,,,,,,,7.0,,,,,,,6.0,,,,,,6.0,,,,,,,,,,,1
78923,2021K,1303,Kulosaaren yhteiskoulu,FI,,2,26,4.0,,,,,,,,,3.0,4.0,,,,6.0,,,,3.0,,,,,,,,6.0,,,,,,,,,,,,,,,,,1
78924,2021K,1303,Kulosaaren yhteiskoulu,FI,,2,23,4.0,,,,,,,,4.0,,3.0,,,,,,,,5.0,,,,,,,,7.0,,,,,,,,,,,,,,,,,1
78925,2021K,1303,Kulosaaren yhteiskoulu,FI,,2,25,,,,,,,7.0,,,,4.0,3.0,,,,,,,,,,,,4.0,,,5.0,2.0,,,,,,,,,,,,,,,,1
78926,2021K,1303,Kulosaaren yhteiskoulu,FI,,2,43,6.0,,,,,,,,5.0,,,,,,,,,,,,,6.0,,6.0,,,6.0,7.0,,,,,,,,,,,,,7.0,,,3
78927,2021K,1303,Kulosaaren yhteiskoulu,FI,,1,29,5.0,,,,,,,,6.0,,,,,6.0,,,,,,,,5.0,,,,,7.0,,,,,,,,,,,,,,,,,1
78928,2021K,1303,Kulosaaren yhteiskoulu,FI,,1,44,6.0,,,,,,,,7.0,,,,5.0,,,,,,,6.0,,,,7.0,,,7.0,,,,,,6.0,,,,,,,,,,,1
78929,2021K,1303,Kulosaaren yhteiskoulu,FI,,2,36,5.0,,,,,,,,6.0,,7.0,,6.0,,,,,,,6.0,,,,,,,6.0,,,,,,,,,,,,,,,,,1
78930,2021K,1303,Kulosaaren yhteiskoulu,FI,,1,34,4.0,,,,,,,,5.0,,,,6.0,6.0,,,,,,,,6.0,,,,,7.0,,,,,,,,,,,,,,,,,1
78931,2021K,1303,Kulosaaren yhteiskoulu,FI,,2,55,7.0,,,,,,,,6.0,,7.0,7.0,,,,,,,,,,,,7.0,,,7.0,7.0,,,,,,,7.0,,,,,,,,,1
78932,2021K,1303,Kulosaaren yhteiskoulu,FI,,2,30,,,,,,,7.0,,5.0,,,,,,,,,,,6.0,,,,7.0,,,5.0,,,,,,,,,,,,,,,,,1
78933,2021K,1303,Kulosaaren yhteiskoulu,FI,,2,33,5.0,,,,,,,,5.0,,6.0,,6.0,,,,,,,5.0,,,,,,,6.0,,,,,,,,,,,,,,,,,1
78934,2021K,1303,Kulosaaren yhteiskoulu,FI,,2,43,6.0,,,,,,,,,6.0,,6.0,,,,,,,,,,7.0,,6.0,,,6.0,,6.0,,,,,,,,,,,,,,,1
78935,2021K,1303,Kulosaaren yhteiskoulu,FI,,2,32,6.0,,,,,,,,,6.0,7.0,,,,7.0,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,1
78936,2021K,1303,Kulosaaren yhteiskoulu,FI,,2,36,5.0,,,,,,,,,6.0,,,,,6.0,,,,,,,,,7.0,,,6.0,,,6.0,,,,,,,,,,,,,,1
78937,2021K,1303,Kulosaaren yhteiskoulu,FI,,2,35,,,,,,,7.0,,5.0,,,,,,6.0,,,,,,,6.0,,5.0,,,6.0,,,,,,,,,,,,,,,,,1
78938,2021K,1303,Kulosaaren yhteiskoulu,FI,,1,28,5.0,,,,,,,,6.0,,,,7.0,,,,,,,6.0,,,,,,,4.0,,,,,,,,,,,,,,,,,1
78939,2021K,1303,Kulosaaren yhteiskoulu,FI,,2,46,6.0,,,,,,,,6.0,,,,,,,7.0,,,7.0,,,,,7.0,,,6.0,,,,,,,7.0,,,,,,,,,,1
78940,2021K,1303,Kulosaaren yhteiskoulu,FI,,2,28,4.0,,,,,,,,5.0,,5.0,,,,5.0,,,,,2.0,,,,,,,,,,,7.0,,,,,,,,,,,,,1
78941,2021K,1303,Kulosaaren yhteiskoulu,FI,,1,39,6.0,,,,,,,,,6.0,,,,7.0,,7.0,,,,,,7.0,,,,,6.0,,,,,,,,,,,,,,,,,1
78942,2021K,1303,Kulosaaren yhteiskoulu,FI,,2,29,6.0,,,,,,,,,7.0,,,,,6.0,5.0,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,1
78943,2021K,1303,Kulosaaren yhteiskoulu,FI,,2,37,,,,,,,7.0,,,6.0,6.0,,,,6.0,,,,,,,,6.0,,,,6.0,,,,,,,,,,,,,,,,,1
78944,2021K,1303,Kulosaaren yhteiskoulu,FI,,1,35,5.0,,,,,,,,6.0,,6.0,,7.0,,,,,,,6.0,,,,,,,5.0,,,,,,,,,,,,,,,,,1
78945,2021K,1303,Kulosaaren yhteiskoulu,FI,,2,29,,,,,,,4.0,,6.0,,4.0,,4.0,,,,,,,5.0,,,,,,,6.0,,,,,,,,,,,,,,,,,1
78946,2021K,1303,Kulosaaren yhteiskoulu,FI,,2,48,7.0,,,,,,,,6.0,,,,,7.0,,,,,,,,7.0,,7.0,,,7.0,,,,,,,,7.0,,,,,,,,,1
78947,2021K,1303,Kulosaaren yhteiskoulu,FI,,1,22,4.0,,,,,,,,6.0,,,,5.0,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,1
78948,2021K,1303,Kulosaaren yhteiskoulu,FI,,2,41,5.0,,,,,,,,6.0,,6.0,,5.0,,,,,,,6.0,,,,6.0,,,7.0,,,,,,,,,,,,,,,,,1
78949,2021K,1303,Kulosaaren yhteiskoulu,FI,,2,25,4.0,,,,,,,,3.0,,4.0,,,,5.0,,,,,,,,,,,,6.0,3.0,,,,,,,,,,,,,,,,1
78950,2021K,1303,Kulosaaren yhteiskoulu,FI,,1,46,5.0,,,,,,,,7.0,,7.0,,7.0,,,,,,,7.0,,,,,,,6.0,,,,,,,,,,,,,,7.0,,,1
78951,2021K,1303,Kulosaaren yhteiskoulu,FI,,1,23,4.0,,,,,,,,5.0,,,,4.0,,,,,,,,,,,5.0,,,5.0,,,,,,,,,,,,,,,,,1
78952,2021K,1303,Kulosaaren yhteiskoulu,FI,,1,33,6.0,,,,,,,,7.0,,,,7.0,,,,,,,,,,,7.0,,,6.0,,,,,,,,,,,,,,,,,1
78953,2021K,1303,Kulosaaren yhteiskoulu,FI,,2,38,,,,,,,7.0,,6.0,,6.0,,6.0,,,,,,,7.0,,,,,,,6.0,,,,,,,,,,,,,,,,,1
78954,2021K,1303,Kulosaaren yhteiskoulu,FI,,2,29,5.0,,,,,,,,5.0,,,,,,,,,,,,,6.0,,7.0,,,6.0,,,,,,,,,,,,,,,,,1
78955,2021K,1303,Kulosaaren yhteiskoulu,FI,,2,22,4.0,,,,,,,,,,,,,,,,,,4.0,,,,,5.0,,,5.0,,,,,,4.0,,,,,,,,,,,1
78956,2021K,1303,Kulosaaren yhteiskoulu,FI,,2,32,,,,,,,7.0,,,,,,,6.0,6.0,,,,,,,,,6.0,,,7.0,,,,,,,,,,,,,,,,,1
78957,2021K,1303,Kulosaaren yhteiskoulu,FI,,2,32,,,,,,,7.0,,6.0,,,,,,,,,,5.0,,,,,7.0,,,7.0,,,,,,,,,,,,,,,,,1
78958,2021K,1303,Kulosaaren yhteiskoulu,FI,,1,28,4.0,,,,,,,,6.0,,,,6.0,,,,,,,6.0,,,,,,,6.0,,,,,,,,,,,,,,,,,1
78959,2021K,1303,Kulosaaren yhteiskoulu,FI,,2,40,6.0,,,,,,,,6.0,,,7.0,,7.0,,,,,,,,7.0,,,,,7.0,,,,,,,,,,,,,,,,,1
78960,2021K,1303,Kulosaaren yhteiskoulu,FI,,2,22,5.0,,,,,,,,,5.0,,,,,,,,,6.0,,,,,,,,6.0,,,,,,,,,,,,,,,,,1
78961,2021K,1303,Kulosaaren yhteiskoulu,FI,,1,28,,,,,,,7.0,,7.0,,,,,,,,,,,7.0,,,,,,,7.0,,,,,,,,,,,,,,,,,1
78962,2021K,1303,Kulosaaren yhteiskoulu,FI,,1,41,6.0,,,,,,,,7.0,,,,,,,7.0,,,,,,,,7.0,,,7.0,,,,,,7.0,,,,,,,,,,,1
78963,2021K,1303,Kulosaaren yhteiskoulu,FI,,2,32,6.0,,,,,,,,,3.0,,,,,5.0,,,,,,,,,7.0,,,6.0,,,,,,5.0,,,,,,,,,,,1
78964,2021K,1303,Kulosaaren yhteiskoulu,FI,,2,30,6.0,,,,,,,,3.0,,7.0,,5.0,,,,,,,6.0,,,,,,,3.0,,,,,,,,,,,,,,,,,1
78965,2021K,1303,Kulosaaren yhteiskoulu,FI,,2,37,6.0,,,,,,,,5.0,,,,,6.0,7.0,,,,,,,,,7.0,,,6.0,,,,,,,,,,,,,,,,,1
78966,2021K,1303,Kulosaaren yhteiskoulu,FI,,2,40,6.0,,,,,,,,6.0,,,7.0,,7.0,,,,,,,,,,7.0,,,7.0,,,,,,,,,,,,,,,,,1
78967,2021K,1303,Kulosaaren yhteiskoulu,FI,,1,35,,,,,,,6.0,,6.0,,,,6.0,,,,,,,6.0,,,,,,,5.0,,,,6.0,,,,,,,,,,,,,1
78968,2021K,1303,Kulosaaren yhteiskoulu,FI,,2,27,4.0,,,,,,,,6.0,,,,,,,,,,5.0,,,,,5.0,,,7.0,,,,,,,,,,,,,,,,,1
78969,2021K,1303,Kulosaaren yhteiskoulu,FI,,2,20,4.0,,,,,,,,,,,,,4.0,,,,,,,,,2.0,,,,6.0,,,,,,,,4.0,,,,,,,,,1
78970,2021K,1303,Kulosaaren yhteiskoulu,FI,,2,32,4.0,,,,,,,,7.0,,4.0,,6.0,,,,,,,6.0,,,,,,,5.0,,,,,,,,,,,,,,,,,1
78971,2021K,1303,Kulosaaren yhteiskoulu,FI,,1,38,6.0,,,,,,,,6.0,,,,6.0,7.0,,,,,,,,7.0,,,,,6.0,,,,,,,,,,,,,,,,,1
78972,2021K,1303,Kulosaaren yhteiskoulu,FI,,1,27,4.0,,,,,,,,4.0,,,,,,4.0,,,,,,,5.0,,5.0,,,5.0,,,,,,,,,,,,,,,,,1
78973,2021K,1303,Kulosaaren yhteiskoulu,FI,,2,27,5.0,,,,,,,,5.0,,,,,5.0,,,,,,,,,,6.0,,,6.0,,,,,,,,,,,,,,,,,1
78974,2021K,1303,Kulosaaren yhteiskoulu,FI,,1,19,2.0,,,,,,,,4.0,,,,3.0,,,,,,,,,,,,,,6.0,,,,,,,,4.0,,,,,,,,,1
78975,2021K,1303,Kulosaaren yhteiskoulu,FI,,2,16,,,,,,,6.0,,,2.0,,,,,,,,,,,,5.0,,,,,3.0,,,,,,,,,,,,,,,,,1
79765,2021K,1648,Helsingin medialukio,FI,,2,14,2.0,,,,,,,,,,,,,,2.0,,,,,,4.0,,,4.0,,,2.0,,,,,,,,,,,,,,,,,1
79766,2021K,1648,Helsingin medialukio,FI,,2,12,,,,,,,4.0,,,3.0,,,,,2.0,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,1
79767,2021K,1648,Helsingin medialukio,FI,,2,19,,,,,,,6.0,,,4.0,,,,,,,,,,,,2.0,,3.0,,,4.0,,,,,,,,,,,,,,,,,1
