,tutkintokerta,koulun_nro,koulun_nimi,opetuskieli,tyyppi,sukup,yht,A,O,Z,I,W,Q,A5,O5,M,N,BI,FF,FY,HI,PS,UE,UO,ET,GE,KE,TE,YH,BA,BB,CA,CB,EA,FA,SA,PA,VA,EC,FC,SC,PC,VC,DC,IC,QC,GC,TC,L1,L7,opintotausta
5592,2019K,1048,Tampereen teknillinen lukio,FI,,2,12,2.0,,,,,,,,,,,,,,,,,,,,4.0,,,3.0,,,3.0,,,,,,,,,,,,,,,,,3
5593,2019K,1048,Tampereen teknillinen lukio,FI,,1,24,5.0,,,,,,,,7.0,,,,7.0,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,1
5594,2019K,1048,Tampereen teknillinen lukio,FI,,2,10,3.0,,,,,,,,,2.0,,,,,,,,,,,,2.0,,,,,3.0,,,,,,,,,,,,,,,,,3
5595,2019K,1048,Tampereen teknillinen lukio,FI,,1,16,4.0,,,,,,,,,4.0,,,,,,,,,,,,,,4.0,,,4.0,,,,,,,,,,,,,,,,,2
5596,2019K,1048,Tampereen teknillinen lukio,FI,,2,16,3.0,,,,,,,,,,,,,,,,,,,,3.0,,,4.0,,,3.0,,,,,,,3.0,,,,,,,,,,1
5597,2019K,1048,Tampereen teknillinen lukio,FI,,1,16,3.0,,,,,,,,,5.0,,3.0,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,1
5598,2019K,1048,Tampereen teknillinen lukio,FI,,2,14,4.0,,,,,,,,,4.0,,,,,,,,,,,,,,3.0,,,3.0,,,,,,,,,,,,,,,,,3
5599,2019K,1048,Tampereen teknillinen lukio,FI,,1,11,3.0,,,,,,,,,,,,,,,,,,,,,2.0,,3.0,,,3.0,,,,,,,,,,,,,,,,,1
5600,2019K,1048,Tampereen teknillinen lukio,FI,,2,14,4.0,,,,,,,,,,,,,,,,,,,,3.0,,,3.0,,,4.0,,,,,,,,,,,,,,,,,3
5601,2019K,1048,Tampereen teknillinen lukio,FI,,2,16,5.0,,,,,,,,,3.0,,,,,,,,,,,,,,4.0,,,4.0,,,,,,,,,,,,,,,,,3
5602,2019K,1048,Tampereen teknillinen lukio,FI,,1,12,3.0,,,,,,,,,2.0,,,,,,,,,,,,3.0,,,,,4.0,,,,,,,,,,,,,,,,,3
5603,2019K,1048,Tampereen teknillinen lukio,FI,,1,13,3.0,,,,,,,,3.0,,,,4.0,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,2
5604,2019K,1048,Tampereen teknillinen lukio,FI,,2,14,4.0,,,,,,,,,,,,,,,,,,,,4.0,,,2.0,,,4.0,,,,,,,,,,,,,,,,,3
5605,2019K,1048,Tampereen teknillinen lukio,FI,,2,17,5.0,,,,,,,,,4.0,,,,,,,,,,,,,,4.0,,,4.0,,,,,,,,,,,,,,,,,2
5606,2019K,1048,Tampereen teknillinen lukio,FI,,2,23,4.0,,,,,,,,5.0,,,,,,,,,,,4.0,,,,5.0,,,5.0,,,,,,,,,,,,,,,,,3
5607,2019K,1048,Tampereen teknillinen lukio,FI,,2,11,2.0,,,,,,,,,3.0,,,,,,,,,,,2.0,,,2.0,,,2.0,,,,,,,,,,,,,,,,,3
5608,2019K,1048,Tampereen teknillinen lukio,FI,,2,13,3.0,,,,,,,,,2.0,,,,,,,,,,,2.0,,2.0,,,,,,,,,4.0,,,,,,,,,,,,3
5609,2019K,1048,Tampereen teknillinen lukio,FI,,1,12,3.0,,,,,,,,,2.0,,,,,,,,,,,,,,4.0,,,3.0,,,,,,,,,,,,,,,,,2
5610,2019K,1048,Tampereen teknillinen lukio,FI,,2,22,6.0,,,,,,,,,6.0,,,,,,,,,,,,,,6.0,,,4.0,,,,,,,,,,,,,,,,,2
5611,2019K,1048,Tampereen teknillinen lukio,FI,,2,15,5.0,,,,,,,,,4.0,,,,,,,,,,,,,,3.0,,,3.0,,,,,,,,,,,,,,,,,3
5612,2019K,1048,Tampereen teknillinen lukio,FI,,2,12,2.0,,,,,,,,,4.0,,,,,,,,,,,3.0,,,,,,3.0,,,,,,,,,,,,,,,,,3
5613,2019K,1048,Tampereen teknillinen lukio,FI,,2,11,3.0,,,,,,,,,,,,,,,,,,,,2.0,,,3.0,,,3.0,,,,,,,,,,,,,,,,,3
5614,2019K,1048,Tampereen teknillinen lukio,FI,,2,10,2.0,,,,,,,,3.0,,,,3.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,2
5615,2019K,1048,Tampereen teknillinen lukio,FI,,2,14,4.0,,,,,,,,,,,,,,,,,,,,2.0,,,3.0,,,5.0,,,,,,,,,,,,,,,,,3
5616,2019K,1048,Tampereen teknillinen lukio,FI,,1,20,,,,,,,3.0,,,5.0,,,2.0,,,,,,,,,,,,,,4.0,,,,6.0,,,,,,,,,,,,,1
5617,2019K,1048,Tampereen teknillinen lukio,FI,,2,14,3.0,,,,,,,,,2.0,,,,,,,,,,,3.0,,,3.0,,,3.0,,,,,,,,,,,,,,,,,3
5618,2019K,1048,Tampereen teknillinen lukio,FI,,1,19,4.0,,,,,,,,,7.0,,,,,,,,,,,,,,3.0,,,5.0,,,,,,,,,,,,,,,,,3
5619,2019K,1048,Tampereen teknillinen lukio,FI,,2,16,5.0,,,,,,,,,4.0,4.0,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,1
8176,2019K,1254,Kalevan lukio,FI,,2,31,6.0,,,,,,,,,,,7.0,,6.0,,,,,,,,6.0,,4.0,,,2.0,,,,,,,,,,,,,,,,,1
8177,2019K,1254,Kalevan lukio,FI,,2,20,4.0,,,,,,,,,,,,,,4.0,,,,4.0,,,,,4.0,,,4.0,,,,,,,,,,,,,,,,,1
8178,2019K,1254,Kalevan lukio,FI,,1,16,3.0,,,,,,,,3.0,,,,4.0,4.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,1
8179,2019K,1254,Kalevan lukio,FI,,2,22,3.0,,,,,,,,4.0,,5.0,,,,,,,,,4.0,,,,,,,6.0,,,,,,,,,,,,,,,,,1
8180,2019K,1254,Kalevan lukio,FI,,1,33,5.0,,,,,,,,5.0,,,,6.0,,,,,,6.0,,,,,5.0,,,6.0,,,,,,,,,,,,,,,,,1
8181,2019K,1254,Kalevan lukio,FI,,1,20,2.0,,,,,,,,3.0,,,,,4.0,,,,,5.0,,,,,,,,6.0,,,,,,,,,,,,,,,,,1
8182,2019K,1254,Kalevan lukio,FI,,2,29,5.0,,,,,,,,4.0,,,,,,,,,,,,6.0,,,5.0,,,3.0,,,,,,,,,,,,,,6.0,,,1
8183,2019K,1254,Kalevan lukio,FI,,2,22,3.0,,,,,,,,,5.0,,,,,3.0,,,,,,,,,,,,5.0,,,,,,,,,,,,,,6.0,,,1
8184,2019K,1254,Kalevan lukio,FI,,1,21,2.0,,,,,,,,4.0,,3.0,,3.0,,,,,,,4.0,,,,,,,5.0,,,,,,,,,,,,,,,,,1
8185,2019K,1254,Kalevan lukio,FI,,2,29,,,,,,,6.0,,3.0,,,6.0,,,4.0,,,,,,,,,4.0,,,6.0,,,,,,,,,,,,,,,,,1
8186,2019K,1254,Kalevan lukio,FI,,2,27,4.0,,,,,,,,2.0,,,,,5.0,,,,,,,,,,6.0,,,5.0,,,,,,,,5.0,,,,,,,,,1
8187,2019K,1254,Kalevan lukio,FI,,2,36,5.0,,,,,,,,6.0,,7.0,,6.0,,,,,,,,,,,,,,6.0,,,,,,,6.0,,,,,,,,,,1
8188,2019K,1254,Kalevan lukio,FI,,1,33,5.0,,,,,,,,6.0,,5.0,,6.0,,,,,,,6.0,,,,,,,5.0,,,,,,,,,,,,,,,,,1
8189,2019K,1254,Kalevan lukio,FI,,1,24,3.0,,,,,,,,6.0,,,,6.0,,,,,,,5.0,,,,,,,4.0,,,,,,,,,,,,,,,,,1
8190,2019K,1254,Kalevan lukio,FI,,2,27,4.0,,,,,,,,3.0,,3.0,,4.0,,,,,,,,,,,5.0,,,4.0,,,,,,,,4.0,,,,,,,,,1
8191,2019K,1254,Kalevan lukio,FI,,2,25,6.0,,,,,,,,,,,,,6.0,5.0,,,,,,,,,5.0,,,3.0,,,,,,,,,,,,,,,,,1
8192,2019K,1254,Kalevan lukio,FI,,2,21,4.0,,,,,,,,,4.0,6.0,,,,,,,,,4.0,,,,,,,3.0,,,,,,,,,,,,,,,,,1
8193,2019K,1254,Kalevan lukio,FI,,2,30,4.0,,,,,,,,,7.0,,,,,,,,,,,,,,7.0,,,6.0,,,,,,6.0,,,,,,,,,,,1
8194,2019K,1254,Kalevan lukio,FI,,2,17,4.0,,,,,,,,5.0,,,,,,4.0,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,1
8195,2019K,1254,Kalevan lukio,FI,,1,39,5.0,,,,,,,,5.0,,,,,,5.0,,,,,5.0,,,,7.0,,,6.0,,6.0,,,,,,,,,,,,,,,1
8196,2019K,1254,Kalevan lukio,FI,,1,22,2.0,,,,,,,,5.0,,,,,5.0,,,,,,,,4.0,,,,,6.0,,,,,,,,,,,,,,,,,1
8197,2019K,1254,Kalevan lukio,FI,,2,24,4.0,,,,,,,,,5.0,5.0,,,,4.0,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,1
8198,2019K,1254,Kalevan lukio,FI,,1,22,4.0,,,,,,,,5.0,,,,5.0,,,,,,,,,,,4.0,,,4.0,,,,,,,,,,,,,,,,,1
8199,2019K,1254,Kalevan lukio,FI,,2,21,5.0,,,,,,,,2.0,,,,,,5.0,,,,,,,,,3.0,,,3.0,,,,,,,,,,,,,,3.0,,,1
8200,2019K,1254,Kalevan lukio,FI,,2,19,5.0,,,,,,,,,5.0,,,,,4.0,,,,,,,,,,,,3.0,,,,,,,,2.0,,,,,,,,,1
8201,2019K,1254,Kalevan lukio,FI,,2,18,3.0,,,,,,,,,4.0,,,,,,,,,5.0,,,,,4.0,,,2.0,,,,,,,,,,,,,,,,,1
8202,2019K,1254,Kalevan lukio,FI,,1,31,5.0,,,,,,,,7.0,,,7.0,,,,,,,,,,7.0,,,,,5.0,,,,,,,,,,,,,,,,,1
8203,2019K,1254,Kalevan lukio,FI,,1,23,4.0,,,,,,,,,5.0,,,,5.0,,,,,,,,4.0,,,,,5.0,,,,,,,,,,,,,,,,,1
8204,2019K,1254,Kalevan lukio,FI,,2,36,7.0,,,,,,,,5.0,,6.0,,,,,,,,,6.0,,,,6.0,,,6.0,,,,,,,,,,,,,,,,,1
8205,2019K,1254,Kalevan lukio,FI,,1,25,4.0,,,,,,,,5.0,,,,,,,,,,,6.0,,,,,,,6.0,,,,,,4.0,,,,,,,,,,,1
8206,2019K,1254,Kalevan lukio,FI,,1,17,2.0,,,,,,,,,3.0,5.0,,,4.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,1
8207,2019K,1254,Kalevan lukio,FI,,2,22,5.0,,,,,,,,4.0,,,,,,4.0,,,,,,,,,,,,5.0,,,,,,4.0,,,,,,,,,,,1
8208,2019K,1254,Kalevan lukio,FI,,2,16,4.0,,,,,,,,3.0,,,,,,4.0,,,,,,,3.0,,,,,2.0,,,,,,,,,,,,,,,,,1
8209,2019K,1254,Kalevan lukio,FI,,1,23,3.0,,,,,,,,4.0,,4.0,,5.0,,,,,,,5.0,,,,,,,,,,,,2.0,,,,,,,,,,,,1
8210,2019K,1254,Kalevan lukio,FI,,2,24,3.0,,,,,,,,6.0,,5.0,,,,4.0,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,1
8211,2019K,1254,Kalevan lukio,FI,,2,33,4.0,,,,,,,,,6.0,,,,,4.0,,,,,,,4.0,,4.0,,,4.0,,,,,,,,,7.0,,,,,,,,1
8212,2019K,1254,Kalevan lukio,FI,,2,24,4.0,,,,,,,,4.0,,,,,,4.0,,,,,,,,,5.0,,,7.0,,,,,,,,,,,,,,,,,1
8213,2019K,1254,Kalevan lukio,FI,,2,32,4.0,,,,,,,,6.0,,,,5.0,,,,,,,6.0,,,,6.0,,,5.0,,,,,,,,,,,,,,,,,1
8214,2019K,1254,Kalevan lukio,FI,,1,24,3.0,,,,,,,,6.0,,,,7.0,,,,,,,,5.0,,,,,,,,,,,3.0,,,,,,,,,,,,1
8215,2019K,1254,Kalevan lukio,FI,,2,30,5.0,,,,,,,,,4.0,,,,,4.0,,,,,,,,,6.0,,,5.0,,,,,,,,6.0,,,,,,,,,1
8216,2019K,1254,Kalevan lukio,FI,,2,21,4.0,,,,,,,,3.0,,,,,,5.0,,,,,,5.0,,,,,,4.0,,,,,,,,,,,,,,,,,1
8217,2019K,1254,Kalevan lukio,FI,,2,20,3.0,,,,,,,,,,,,,4.0,,,,,,,,5.0,,3.0,,,5.0,,,,,,,,,,,,,,,,,1
8218,2019K,1254,Kalevan lukio,FI,,2,27,4.0,,,,,,,,3.0,,,,,5.0,,,,,,,,5.0,,5.0,,,,,,,,5.0,,,,,,,,,,,,1
8219,2019K,1254,Kalevan lukio,FI,,1,24,5.0,,,,,,,,,7.0,,5.0,,,3.0,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,1
8220,2019K,1254,Kalevan lukio,FI,,1,11,2.0,,,,,,,,,3.0,,,,2.0,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,1
8221,2019K,1254,Kalevan lukio,FI,,2,27,5.0,,,,,,,,5.0,,,,,6.0,,,,,,,,6.0,,,,,5.0,,,,,,,,,,,,,,,,,1
8222,2019K,1254,Kalevan lukio,FI,,2,12,2.0,,,,,,,,,,,,,,2.0,,,,,,,3.0,,3.0,,,2.0,,,,,,,,,,,,,,,,,1
8223,2019K,1254,Kalevan lukio,FI,,2,22,6.0,,,,,,,,3.0,,,,,,5.0,,,,,,,,,5.0,,,3.0,,,,,,,,,,,,,,,,,1
8224,2019K,1254,Kalevan lukio,FI,,2,24,4.0,,,,,,,,4.0,,,3.0,,,,,,,,,,5.0,,5.0,,,3.0,,,,,,,,,,,,,,,,,1
8225,2019K,1254,Kalevan lukio,FI,,1,27,5.0,,,,,,,,,4.0,,6.0,,,,6.0,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,1
8226,2019K,1254,Kalevan lukio,FI,,2,28,5.0,,,,,,,,5.0,,4.0,,5.0,,,,,,,5.0,,,,,,,4.0,,,,,,,,,,,,,,,,,1
8227,2019K,1254,Kalevan lukio,FI,,2,29,4.0,,,,,,,,,,,,,,5.0,6.0,,,,,,5.0,,4.0,,,5.0,,,,,,,,,,,,,,,,,1
8228,2019K,1254,Kalevan lukio,FI,,2,10,3.0,,,,,,,,2.0,,,,,,,3.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,1
8229,2019K,1254,Kalevan lukio,FI,,1,16,3.0,,,,,,,,3.0,,,,3.0,,,,,,,3.0,,,,,,,4.0,,,,,,,,,,,,,,,,,1
8230,2019K,1254,Kalevan lukio,FI,,2,20,4.0,,,,,,,,5.0,,,,,,4.0,,,,,,,,,4.0,,,3.0,,,,,,,,,,,,,,,,,1
8231,2019K,1254,Kalevan lukio,FI,,1,20,3.0,,,,,,,,,5.0,,,,,,5.0,,,4.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,1
8232,2019K,1254,Kalevan lukio,FI,,2,23,3.0,,,,,,,,5.0,,,,,5.0,,5.0,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,1
8233,2019K,1254,Kalevan lukio,FI,,2,23,4.0,,,,,,,,4.0,,4.0,,,,,,,,,3.0,,,,5.0,,,3.0,,,,,,,,,,,,,,,,,1
8234,2019K,1254,Kalevan lukio,FI,,2,22,3.0,,,,,,,,3.0,,3.0,,,,4.0,,,,,,,,,3.0,,,6.0,,,,,,,,,,,,,,,,,1
8235,2019K,1254,Kalevan lukio,FI,,1,27,4.0,,,,,,,,,6.0,,,,,,,,,,,,6.0,,,,,5.0,,,,,,,6.0,,,,,,,,,,1
8236,2019K,1254,Kalevan lukio,FI,,2,42,5.0,,,,,,,,7.0,,7.0,,7.0,,,,,,,7.0,,,,5.0,,,4.0,,,,,,,,,,,,,,,,,1
8237,2019K,1254,Kalevan lukio,FI,,2,15,3.0,,,,,,,,0.0,,,,,,,,,,,2.0,,4.0,,2.0,,,,,,,,4.0,,,,,,,,,,,,1
8238,2019K,1254,Kalevan lukio,FI,,1,33,3.0,,,,,,,,6.0,,6.0,,6.0,,,,,,,6.0,,,,,,,6.0,,,,,,,,,,,,,,,,,1
8239,2019K,1254,Kalevan lukio,FI,,2,27,6.0,,,,,,,,5.0,,,,,,,,,,,5.0,,,,6.0,,,5.0,,,,,,,,,,,,,,,,,1
8240,2019K,1254,Kalevan lukio,FI,,2,32,6.0,,,,,,,,5.0,,4.0,,6.0,,,,,,,5.0,,,,,,,6.0,,,,,,,,,,,,,,,,,1
8241,2019K,1254,Kalevan lukio,FI,,2,35,6.0,,,,,,,,,6.0,,,,6.0,,,,,,,,6.0,,5.0,,,6.0,,,,,,,,,,,,,,,,,1
8242,2019K,1254,Kalevan lukio,FI,,2,31,5.0,,,,,,,,4.0,,,,,,,,,,7.0,,,5.0,,6.0,,,4.0,,,,,,,,,,,,,,,,,1
8243,2019K,1254,Kalevan lukio,FI,,2,18,3.0,,,,,,,,3.0,,,,,,3.0,,,,,2.0,,,,3.0,,,,,,,,4.0,,,,,,,,,,,,1
8244,2019K,1254,Kalevan lukio,FI,,2,16,3.0,,,,,,,,,,,,,,4.0,,,,,,4.0,,,3.0,,,2.0,,,,,,,,,,,,,,,,,1
8245,2019K,1254,Kalevan lukio,FI,,2,36,5.0,,,,,,,,,,,,,,,,,,7.0,,,6.0,,7.0,,,5.0,,,,,,,6.0,,,,,,,,,,1
8246,2019K,1254,Kalevan lukio,FI,,2,22,5.0,,,,,,,,4.0,,,,,,4.0,,,,,,5.0,,,,,,4.0,,,,,,,,,,,,,,,,,1
8247,2019K,1254,Kalevan lukio,FI,,2,12,2.0,,,,,,,,,,,,,,4.0,,,,,,,2.0,,2.0,,,2.0,,,,,,,,,,,,,,,,,1
8248,2019K,1254,Kalevan lukio,FI,,2,21,4.0,,,,,,,,,5.0,,,,,,,,,5.0,,,,,5.0,,,2.0,,,,,,,,,,,,,,,,,1
8249,2019K,1254,Kalevan lukio,FI,,1,26,3.0,,,,,,,,6.0,,,,6.0,,,,,,,6.0,,,,,,,5.0,,,,,,,,,,,,,,,,,1
8250,2019K,1254,Kalevan lukio,FI,,2,29,6.0,,,,,,,,,6.0,,,,,5.0,,,,,,,,,6.0,,,6.0,,,,,,,,,,,,,,,,,1
8251,2019K,1254,Kalevan lukio,FI,,2,35,5.0,,,,,,,,,6.0,,,,,5.0,,,,,,,,,7.0,,,6.0,,,,,,,,6.0,,,,,,,,,1
8252,2019K,1254,Kalevan lukio,FI,,2,38,6.0,,,,,,,,6.0,,7.0,,7.0,,,,,,,7.0,,,,,,,5.0,,,,,,,,,,,,,,,,,1
8253,2019K,1254,Kalevan lukio,FI,,1,28,4.0,,,,,,,,6.0,,,,5.0,,,,,,,3.0,,,,4.0,,,6.0,,,,,,,,,,,,,,,,,1
8254,2019K,1254,Kalevan lukio,FI,,2,21,5.0,,,,,,,,3.0,,4.0,,,,,,,,,,5.0,,,,,,4.0,,,,,,,,,,,,,,,,,1
8255,2019K,1254,Kalevan lukio,FI,,1,27,3.0,,,,,,,,6.0,,,,6.0,,,,,,,6.0,,,,,,,6.0,,,,,,,,,,,,,,,,,1
8256,2019K,1254,Kalevan lukio,FI,,2,25,6.0,,,,,,,,,,,,,,5.0,,,,,,5.0,,,5.0,,,4.0,,,,,,,,,,,,,,,,,1
8257,2019K,1254,Kalevan lukio,FI,,2,24,3.0,,,,,,,,5.0,,,,4.0,,,,,,,6.0,,,,,,,6.0,,,,,,,,,,,,,,,,,1
8258,2019K,1254,Kalevan lukio,FI,,2,21,4.0,,,,,,,,5.0,,,,4.0,,,,,,,3.0,,,,,,,5.0,,,,,,,,,,,,,,,,,1
8259,2019K,1254,Kalevan lukio,FI,,2,31,6.0,,,,,,,,3.0,,,,,,,,,,,,7.0,,,6.0,,,3.0,,,,,,,,6.0,,,,,,,,,1
8260,2019K,1254,Kalevan lukio,FI,,2,30,5.0,,,,,,,,5.0,,6.0,,4.0,,,,,,,,,,,4.0,,,6.0,,,,,,,,,,,,,,,,,1
8261,2019K,1254,Kalevan lukio,FI,,2,32,6.0,,,,,,,,6.0,,,,,,,,,,,7.0,,,,7.0,,,6.0,,,,,,,,,,,,,,,,,1
8262,2019K,1254,Kalevan lukio,FI,,2,32,5.0,,,,,,,,5.0,,5.0,,,,6.0,,,,,,,,,,,,5.0,,,,,,,,6.0,,,,,,,,,1
8263,2019K,1254,Kalevan lukio,FI,,2,29,5.0,,,,,,,,,,,,,,,,,,5.0,,,5.0,,5.0,,,4.0,,,,,,,,,,,,,,5.0,,,1
8264,2019K,1254,Kalevan lukio,FI,,2,28,4.0,,,,,,,,4.0,,4.0,,5.0,,,,,,,5.0,,,,,,,,,,,,6.0,,,,,,,,,,,,1
8265,2019K,1254,Kalevan lukio,FI,,2,22,4.0,,,,,,,,4.0,,,,,,4.0,,,,6.0,,,,,,,,4.0,,,,,,,,,,,,,,,,,1
8266,2019K,1254,Kalevan lukio,FI,,1,38,5.0,,,,,,,,6.0,,7.0,,7.0,,,,,,,7.0,,,,,,,6.0,,,,,,,,,,,,,,,,,1
8267,2019K,1254,Kalevan lukio,FI,,2,20,4.0,,,,,,,,4.0,,,,,,,,,,,,,,,4.0,,,5.0,,,,,,,3.0,,,,,,,,,,1
8268,2019K,1254,Kalevan lukio,FI,,2,20,4.0,,,,,,,,,4.0,,,,,4.0,,,,,,,5.0,,,,,3.0,,,,,,,,,,,,,,,,,1
8269,2019K,1254,Kalevan lukio,FI,,1,26,5.0,,,,,,,,,6.0,,,,,5.0,,,,,,,4.0,,,,,6.0,,,,,,,,,,,,,,,,,1
8270,2019K,1254,Kalevan lukio,FI,,2,15,3.0,,,,,,,,,4.0,,,,,,,,,,,4.0,,,,,,4.0,,,,,,,,,,,,,,,,,1
8271,2019K,1254,Kalevan lukio,FI,,2,33,5.0,,,,,,,,,5.0,,,,6.0,,6.0,,,,,,,,,,,6.0,,,,,,,,5.0,,,,,,,,,1
8272,2019K,1254,Kalevan lukio,FI,,1,22,2.0,,,,,,,,,6.0,,,,,,,,,,,6.0,5.0,,,,,3.0,,,,,,,,,,,,,,,,,1
8273,2019K,1254,Kalevan lukio,FI,,1,25,4.0,,,,,,,,6.0,,,,,,,,,,,6.0,,4.0,,,,,5.0,,,,,,,,,,,,,,,,,1
8274,2019K,1254,Kalevan lukio,FI,,2,26,5.0,,,,,,,,5.0,,,,,,5.0,,,,,,6.0,,,5.0,,,,,,,,,,,,,,,,,,,,1
8275,2019K,1254,Kalevan lukio,FI,,2,21,5.0,,,,,,,,,6.0,,,,,,,,,,,,,,5.0,,,5.0,,,,,,,,,,,,,,,,,1
8276,2019K,1254,Kalevan lukio,FI,,2,19,2.0,,,,,,,,,,,,,,5.0,,,,,,5.0,,,4.0,,,3.0,,,,,,,,,,,,,,,,,1
8277,2019K,1254,Kalevan lukio,FI,,2,23,5.0,,,,,,,,3.0,,4.0,,,,,,,,,3.0,,,,4.0,,,4.0,,,,,,,,,,,,,,,,,1
8278,2019K,1254,Kalevan lukio,FI,,1,26,4.0,,,,,,,,4.0,,3.0,,5.0,,,,,,,5.0,,,,,,,5.0,,,,,,,,,,,,,,,,,1
8279,2019K,1254,Kalevan lukio,FI,,1,26,5.0,,,,,,,,7.0,,,,7.0,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,1
8280,2019K,1254,Kalevan lukio,FI,,2,33,4.0,,,,,,,,5.0,,,,,,,,,,,,6.0,,,7.0,,,5.0,,,,,,,,6.0,,,,,,,,,1
8281,2019K,1254,Kalevan lukio,FI,,2,25,5.0,,,,,,,,,5.0,,,,,6.0,,,,,,,,,5.0,,,4.0,,,,,,,,,,,,,,,,,1
8282,2019K,1254,Kalevan lukio,FI,,2,35,6.0,,,,,,,,5.0,,7.0,,,,,,,,,7.0,,,,5.0,,,5.0,,,,,,,,,,,,,,,,,1
8283,2019K,1254,Kalevan lukio,FI,,1,29,5.0,,,,,,,,6.0,,,,6.0,,,,,,,6.0,,,,,,,6.0,,,,,,,,,,,,,,,,,1
8284,2019K,1254,Kalevan lukio,FI,,2,32,5.0,,,,,,,,6.0,,,,6.0,,,,,,,5.0,,,,5.0,,,5.0,,,,,,,,,,,,,,,,,1
8285,2019K,1254,Kalevan lukio,FI,,2,20,5.0,,,,,,,,5.0,,,,,,,,,,4.0,4.0,,,,,,,2.0,,,,,,,,,,,,,,,,,1
8286,2019K,1254,Kalevan lukio,FI,,2,21,4.0,,,,,,,,4.0,,,,4.0,,,,,,,4.0,,,,,,,5.0,,,,,,,,,,,,,,,,,1
8287,2019K,1254,Kalevan lukio,FI,,1,27,4.0,,,,,,,,,6.0,,,,6.0,5.0,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,1
8288,2019K,1254,Kalevan lukio,FI,,1,25,5.0,,,,,,,,5.0,,,,5.0,,5.0,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,1
8289,2019K,1254,Kalevan lukio,FI,,2,29,5.0,,,,,,,,6.0,,,,,,,,,,,6.0,,,,6.0,,,6.0,,,,,,,,,,,,,,,,,1
8290,2019K,1254,Kalevan lukio,FI,,1,24,3.0,,,,,,,,5.0,,,5.0,6.0,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,1
8291,2019K,1254,Kalevan lukio,FI,,2,26,5.0,,,,,,,,5.0,,,,,,,,,,6.0,5.0,,,,,,,5.0,,,,,,,,,,,,,,,,,1
8292,2019K,1254,Kalevan lukio,FI,,2,27,4.0,,,,,,,,4.0,,,4.0,,,3.0,,,,,,,,,4.0,,,5.0,,,,,,3.0,,,,,,,,,,,1
8293,2019K,1254,Kalevan lukio,FI,,2,19,4.0,,,,,,,,,4.0,4.0,,,,5.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,1
8294,2019K,1254,Kalevan lukio,FI,,2,27,4.0,,,,,,,,,4.0,,,,,4.0,,,,,,6.0,,,5.0,,,4.0,,,,,,,,,,,,,,,,,1
8295,2019K,1254,Kalevan lukio,FI,,1,25,4.0,,,,,,,,4.0,,,,,6.0,,,,,,,,5.0,,,,,6.0,,,,,,,,,,,,,,,,,1
8296,2019K,1254,Kalevan lukio,FI,,2,38,5.0,,,,,,,,7.0,,7.0,,,,,,,,,7.0,,,,,,,6.0,,,,,,,,6.0,,,,,,,,,1
8297,2019K,1254,Kalevan lukio,FI,,1,23,3.0,,,,,,,,6.0,,,,4.0,,,,,,,4.0,,,,,,,6.0,,,,,,,,,,,,,,,,,1
8298,2019K,1254,Kalevan lukio,FI,,2,32,5.0,,,,,,,,4.0,,,,5.0,,,,,,,,,,,6.0,,,6.0,,,6.0,,,,,,,,,,,,,,1
8299,2019K,1254,Kalevan lukio,FI,,1,27,3.0,,,,,,,,,6.0,3.0,,4.0,,,,,,,4.0,,,,,,,7.0,,,,,,,,,,,,,,,,,1
8300,2019K,1254,Kalevan lukio,FI,,1,32,,,,,,,7.0,,4.0,,5.0,,,,,,,,,5.0,,,,,,,6.0,,,,,,,,5.0,,,,,,,,,1
8301,2019K,1254,Kalevan lukio,FI,,2,35,6.0,,,,,,,,3.0,,,,,6.0,,,,,,,,6.0,,6.0,,,5.0,,3.0,,,,,,,,,,,,,,,1
8302,2019K,1254,Kalevan lukio,FI,,2,20,4.0,,,,,,,,3.0,,,,,3.0,,,,,,,,,,5.0,,,5.0,,,,,,,,,,,,,,,,,1
8303,2019K,1254,Kalevan lukio,FI,,2,40,7.0,,,,,,,,6.0,,,,7.0,,,,,,,6.0,,,,7.0,,,,,,,,7.0,,,,,,,,,,,,1
